drugbank_id	mesh_id
DB00580	D010003
DB00580	D004412
DB00581	D006501
DB00581	D006501
DB00581	D006521
DB00581	D002769,D042882
DB00582	D055744
DB00582	D009181
DB00583	C536778
DB00583	D008661
DB00583	D054069
DB00583	C537358
DB00583	D056693
DB00583	C536038
DB00583	D006951
DB00583	D007676
DB00584	D006978
DB00584	D006333
DB00584	D018487
DB00584	D006333
DB00585	D005764
DB00585	D005764
DB00585	D010437
DB00585	D013276
DB00585	D004381
DB00586	D010146
DB00586	D007249
DB00586	D007249
DB00586	D010003
DB00586	D001172
DB00586	D013166
DB00586	D007249
DB00586	D014456
DB00587	D001249
DB00588	D001249
DB00588	D012871
DB00589	D010300
DB00590	D011470
DB00590	D053158
DB00590	D006973
DB00590	D014514
DB00591	D012871
DB00591	D003872
DB00591	D011565
DB00591	D003876
DB00591	D012628
DB00591	D010032
DB00591	D006484
DB00592	D001196
DB00592	D017229
DB00592	D010123
DB00592	D007415
DB00592	D001196
DB00593	D004832
DB00594	D006333
DB00594	D006973
DB00595	D012141
DB00596	D012871
DB00598	D006973
DB00599	D001523
DB00600	D013591
DB00600	D014820
DB00601	D001424
DB00602	D013322
DB00602	D009855
DB00602	D015827
DB00602	D012532
DB00603	D000568
DB00603	D004714
DB00603	D014592
DB00603	D015663
DB00603	D003027
DB00603	D004715
DB00603	D018269
DB00604	D006356
DB00604	D005764
DB00605	D010003
DB00605	D001172
DB00605	D013167
DB00605	D020069
DB00606	D004487
DB00606	D006333
DB00606	D005355
DB00606	D006973
DB00608	D004749
DB00608	D012216
DB00609	D014397
DB00610	D007022
DB00610	D006470
DB00611	D010146
DB00612	D006973
DB00612	D006333
DB00612	D001281
DB00612	D000787
DB00613	D000208
DB00613	D016584
DB00614	D003424,D004751
DB00615	D015658
DB00617	D004832
DB00618	D008193
DB00618	D000152
DB00618	D001991
DB00618	D014552
DB00618	D005882
DB00618	D008288
DB00618	D001424
DB00618	D006069
DB00618	D007010
DB00619	D015464
DB00619	D054198
DB00619	D034721
DB00619	D017681
DB00619	D017681
DB00619	C537667
DB00619	D046152
DB00619	D046152
DB00620	D000506
DB00620	D008179
DB00620	D007627
DB00620	D009335
DB00620	D016460
DB00620	D008010
DB00620	D009450
DB00620	D012871
DB00620	D015210
DB00620	D013716
DB00620	D001172
DB00620	D013585
DB00620	D010003
DB00620	D006967
DB00620	D001249
DB00620	D003876
DB00620	D003877
DB00620	D004342
DB00620	D012221
DB00620	D012713
DB00620	D003874
DB00620	D009182
DB00620	D010392
DB00620	D013262
DB00620	D000312
DB00620	D006934
DB00620	D002277
DB00620	D000744
DB00620	D029503
DB00620	D013921
DB00620	D014235
DB00620	D014390
DB00620	D012598
DB00620	D001929
DB00620	D009879
DB00620	D013700
DB00620	D014605
DB00620	D007249
DB00620	D001607
DB00620	C535954
DB00620	D012507
DB00620	D003882
DB00620	D017285
DB00620	D008180
DB00620	C536315
DB00620	D014397
DB00620	D012214
DB00620	D013167
DB00620	D015535
DB00620	D007938
DB00620	D008223
DB00620	D011507
DB00620	D009402
DB00620	D007249
DB00620	D020370
DB00622	D060050
DB00622	D006973
DB00623	D011618
DB00624	D007006
DB00624	D007713
DB00625	D015658
DB00625	D000163
DB00626	D004653
DB00626	D012871
DB00627	D001361
DB00627	D006949
DB00627	D050171
DB00627	D009203
DB00627	D009203
DB00627	D050197
DB00627	D003324
DB00627	D015228
DB00628	D001008
DB00630	D010024
DB00631	D054198
DB00632	D006561
DB00632	D006560
DB00632	D006560
DB00634	D016585
DB00634	D007634
DB00634	D001762
DB00636	D006952
DB00636	D006952
DB00637	D006967
DB00637	D012220
DB00637	D003231
DB00637	D001145
DB00638	D003920
DB00638	D006943
DB00638	D006946
DB00639	D002181
DB00640	D013617
DB00641	D006949
DB00641	D006938
DB00641	D050171
DB00641	C564161
DB00641	D015228
DB00641	D006953
DB00641	D006952
DB00641	D006952
DB00641	D006938
DB00641	D009203
DB00641	D020521
DB00641	D003327
DB00641	D003327
DB00641	D002561
DB00641	D002318
DB00641	D002318
DB00641	D003920
DB00641	D050197
DB00641	D003327
DB00641	D003324
DB00641	D002546
DB00641	D002546
DB00641	D002340
DB00641	D058729
DB00641	D007383
DB00641	D017544
DB00641	D007676
DB00642	D002289
DB00642	D002289
DB00644	D010911
DB00645	D013281
DB00645	D006560
DB00645	D006560
DB00646	D002180
DB00646	D002181
DB00646	D012871
DB00646	D001424
DB00646	D011537
DB00646	D058365
DB00648	D018268
DB00648	D003480
DB00649	D000258
DB00650	D012516
DB00650	D000749
DB00650	D010383
DB00651	D001249
DB00651	D001986
DB00651	D001991
DB00651	D004646
DB00652	D010146
DB00653	D012640
DB00653	D018805
DB00653	D011225
DB00653	D004461
DB00653	D009393
DB00653	D008275
DB00653	D013746
DB00653	D006996
DB00653	D013746
DB00654	D005902
DB00654	D009798
DB00654	D015812
DB00656	D003865
DB00656	D000437
DB00656	D007319
DB00656	D003704
DB00656	D000544
DB00656	D012559
DB00656	D001068
DB00656	D005356
DB00657	D000075222
DB00657	D006974
DB00658	D007676
DB00658	D007676
DB00659	D000437
DB00660	D012607
DB00660	D016472
DB00661	D000788
DB00661	D000789
DB00661	D060050
DB00661	D006973
DB00661	D001282
DB00661	D013610
DB00661	D001281
DB00661	D003027
DB00662	D009325
DB00662	D009325
DB00662	D005759
DB00663	D003877
DB00663	D003876
DB00663	D011565
DB00663	D003963
DB00663	D012871
DB00664	D014552
DB00666	D004715
DB00668	D006967
DB00668	D000707
DB00668	D000707
DB00668	D006323
DB00668	D006333
DB00668	D012770
DB00668	D052016
DB00668	D012220
DB00668	D001994
DB00668	D013575
DB00668	D005184
DB00668	D013575
DB00668	D012713
DB00668	D014581
DB00668	D000799
DB00668	D020521
DB00668	D005902
DB00668	D001249
DB00668	D012135
DB00668	D001049
DB00668	D015878
DB00669	D008881
DB00669	D004827
DB00669	D003027
DB00670	D010437
DB00670	D013276
DB00670	D004381
DB00671	D014552
DB00671	D010033
DB00671	D010612
DB00671	D014069
DB00671	D001991
DB00671	D006069
DB00672	D003924
DB00673	D009325
DB00673	D002277
DB00674	D000544
DB00675	D002285
DB00676	D012871
DB00676	D012532
DB00677	D005901
DB00677	D005128
DB00678	D006973
DB00678	D020521
DB00678	D017379
DB00678	D003928
DB00678	D011507
DB00678	D003924
DB00679	D012559
DB00680	D005117
DB00680	D001145
DB00681	D009181
DB00682	D054556
DB00682	D011655
DB00682	D013923
DB00682	D001281
DB00682	D009203
DB00682	D013923
DB00682	D020521
DB00683	D000647
DB00683	D013226
DB00683	D004827
DB00684	D011552
DB00684	D007239
DB00685	D006069
DB00685	D006069
DB00685	D014526
DB00685	D002575
DB00686	D018856
DB00687	D000224
DB00687	D013577
DB00688	D017202
DB00688	D019693
DB00688	D009393
DB00688	D003872
DB00690	D007319
DB00691	D006973
DB00692	D010673
DB00692	D013375
DB00692	D060487
DB00692	D009203
DB00692	D006333
DB00692	D007172
DB00692	D003323
DB00694	D015470
DB00694	D054198
DB00695	D004487
DB00695	D006333
DB00695	D005355
DB00695	D007674
DB00695	D009404
DB00695	D006973
DB00696	D014653
DB00696	D008881
DB00696	D003027
DB00697	D009128
DB00698	D000208
DB00698	D014552
DB00699	D000544
DB00699	D014012
DB00699	D008268
DB00700	D006333
DB00700	D007238
DB00701	D015658
DB00702	D007676
DB00703	D005902
DB00704	D000437
DB00705	D015658
DB00706	D011470
DB00706	D014514
DB00706	D011472
DB00707	D004938
DB00708	D059787
DB00709	D015658
DB00709	D019694
DB00710	D010024
DB00711	D004194
DB00711	D008118
DB00711	D004605
DB00712	D001172
DB00712	D013166
DB00712	D010146
DB00712	D004412
DB00712	D002062
DB00712	D052256
DB00712	D014947
DB00713	D007239
DB00714	D020734
DB00715	D009771
DB00715	D016584
DB00715	D010698
DB00715	D013313
DB00715	D003027
DB00715	D061686
DB00715	D043183
DB00715	D043183
DB00716	D001249
DB00717	D015663
DB00717	D003027
DB00717	D010146
DB00718	D019694
DB00719	D012141
DB00719	D012221
DB00722	D006973
DB00722	D006333
DB00723	D007022
DB00724	D055623
DB00725	D010437
DB00725	D013276
DB00725	D004381
DB00727	D002637
DB00727	D002318
DB00727	D006973
DB00727	D007022
DB00727	D006333
DB00727	D007238
DB00727	D005401
DB00727	D016584
DB00727	D003329
DB00727	D004630
DB00730	D013322
DB00730	D017229
DB00730	D007815
DB00730	D007815
DB00730	D007816
DB00730	D014235
DB00731	D003924
DB00733	D009157
DB00734	D012559
DB00734	D001321
DB00734	D000544
DB00735	D014008
DB00736	D005764
DB00736	D005764
DB00736	D005764
DB00736	D010437
DB00736	D006471
DB00736	D012734
DB00737	D009325
DB00737	D014839
DB00737	D004244
DB00737	D009041
DB00737	D014717
DB00737	D011832
DB00737	D008575
DB00737	D007762
DB00737	D014717
DB00738	D011014
DB00738	D011020
DB00739	D001424
DB00740	D000690
DB00740	D000690
DB00740	D000690
DB00741	C536315
DB00741	D012871
DB00741	D006560
DB00742	D051437
DB00742	D001929
DB00744	D001249
DB00745	D004535
DB00745	D009290
DB00746	D000740
DB00747	D003085
DB00747	D001919
DB00747	D004238
DB00747	D043183
DB00747	D009041
DB00748	D006255
DB00748	D012223
DB00748	D003233
DB00748	D006967
DB00748	D012877
DB00748	D014581
DB00748	D000799
DB00749	D010003
DB00749	D001172
DB00749	D010146
DB00751	D011537
DB00751	D003233
DB00752	D009497
DB00755	D015473
DB00755	D015473
DB00755	D000152
DB00755	D014860
DB00755	D012871
DB00755	D011565
DB00755	D017490
DB00755	D007057
DB00755	D007057
DB00755	D007642
DB00755	C563185
DB00755	D017488
DB00755	D017492
DB00755	D007644
DB00755	D007644
DB00755	D002280
DB00755	D017495
DB00756	D016908
DB00757	D009325
DB00758	D009203
DB00758	D054058
DB00758	D000168
DB00758	D007238
DB00758	D009203
DB00758	D020521
DB00758	D058729
DB00759	D001424
DB00759	D012373
DB00759	D014438
DB00759	D000712
DB00759	D011778
DB00759	D012288
DB00759	D014438
DB00759	D008193
DB00759	D012141
DB00759	D000848
DB00759	C566367
DB00759	D007877
DB00759	D000152
DB00760	D001064
DB00760	D010532,D010538
DB00760	D016920
DB00761	D007008
DB00762	D009362
DB00762	D055752
DB00763	D006980
DB00763	D006111
DB00763	D006980
DB00764	D001249
DB00764	D012221
DB00765	D010673
DB00766	D012852
DB00766	C566367
DB00766	D013207
DB00766	D007239
DB00766	D018805
DB00766	D059413
DB00767	D009325
DB00768	D011537
DB00768	D003233
DB00768	D006255
DB00769	D012871
DB00770	D007172
DB00771	D010437
DB00771	D009120
DB00771	D003085
DB00771	D004238
DB00771	D043183
DB00773	D013736
DB00773	D055752
DB00773	D008223
DB00773	D007951
DB00773	D005909
DB00774	D004487
DB00774	D006333
DB00774	D005355
DB00774	D006973
DB00775	D054058
DB00776	D012640
DB00777	D007319
DB00778	D018461
DB00779	D014552
DB00780	D009497
DB00780	D001714
DB00780	D001008
DB00780	D010243
DB00780	D009497
DB00780	D010554
DB00780	D009497
DB00780	D019966
DB00782	D004775
DB00782	D006945
DB00782	D009120
DB00783	D003027
DB00783	D007006
DB00783	D015663
DB00783	D001943
DB00783	D009362
DB00783	C537243
DB00783	D013923
DB00783	D004714
DB00783	D002277
DB00784	D001172
DB00784	D010003
DB00784	D004412
DB00784	D005334
DB00785	D006973
DB00786	D002277
DB00787	D006560
DB00787	D006562
DB00787	D006558
DB00787	D002644
DB00787	D016849
DB00788	D001172
DB00788	D010003
DB00788	D013167
DB00788	D052256
DB00788	D002062
DB00788	C563162,D006073
DB00788	D004412
DB00788	D007249
DB00788	D010146
DB00789	D001927
DB00789	D030981
DB00790	D000075222
DB00790	D006333
DB00790	D006973
DB00790	D009203
DB00790	D003327
DB00792	D006967
DB00792	D003371
DB00793	D009181
DB00793	D014008
DB00793	D014005
DB00794	D004827
DB00794	D020329
DB00795	D003424
DB00795	D001172
DB00796	D017379
DB00796	D003928
DB00796	D006333
DB00796	D009203
DB00796	D003324
DB00799	D011565
DB00799	D000152
DB00800	D006973
DB00800	D006974
DB00801	D001008
DB00804	D043183
DB00806	D007794
DB00806	D001157
DB00808	D006973
DB00808	D006333
DB00809	D015878
DB00809	D009886
DB00809	D012030
DB00810	D020734
DB00810	D001480
DB00811	D002908
DB00811	D006526
DB00811	D020031
DB00812	D001416
DB00812	D013167
DB00813	D059390
DB00814	D001168
DB00814	D010003
DB00814	D001171
DB00814	D001171
DB00814	D010146
DB00814	D009437
DB00815	D016111
DB00816	D001986
DB00816	D001249
DB00816	D004646
DB00817	D020806
DB00818	D013226
DB00819	D004487
DB00819	D006333
DB00820	D007172
DB00821	D018771
DB00821	D010146
DB00824	D001249
DB00824	D016491
DB00824	D002561
DB00824	D000755
DB00824	D003929
DB00825	D010146
DB00825	D004474
DB00825	D010612
DB00826	D001762
DB00826	D003231
DB00826	D007634
DB00827	D014552
DB00828	D014552
DB00829	D009497
DB00829	D011595
DB00829	D014202
DB00829	D000430
DB00829	D013035
DB00829	D013035
DB00829	D014947
DB00829	D016472
DB00829	D002547
DB00829	D010264
DB00829	D001264
DB00829	D016750
DB00829	D007319
DB00829	D013035
DB00829	D004827
DB00829	D009207
DB00829	D014076
DB00829	D013742
DB00830	D009765
DB00831	D001008
DB00831	D009497
DB00832	D004827
DB00833	D011014
DB00833	D014552
DB00834	D006943
DB00834	D003480
DB00834	D003480
DB00834	D003924
DB00834	D018149
DB00835	D029424
DB00835	D001248
DB00836	D015212
DB00836	D005759
DB00837	D004827
DB00838	D012536
DB00839	D003924
DB00839	D009081
DB00839	D006943
DB00840	D014987
DB00840	D005128
DB00840	D007638
DB00841	D006333
DB00842	D001008
DB00843	D000544
DB00843	D015140
DB00843	D020961
DB00843	D003704
DB00844	D010146
DB00845	D015440
DB00845	D007918
DB00846	D012871
DB00847	D011832
DB00847	D003554
DB00847	D003554
DB00848	D008545
DB00848	D006258
DB00849	D004827
DB00850	D011618
DB00850	D009325
DB00851	D006689
DB00853	D001254
DB00853	D005909
DB00854	D010146
DB00855	D055623
DB00856	D014947
DB00856	D014277
DB00856	D014277
DB00856	D008575
DB00856	D005157
DB00857	D009181
DB00859	D006527
DB00859	D003555
DB00859	D001172
DB00860	D006402
DB00860	D005767
DB00860	D004487
DB00860	D014390
DB00861	D014947
DB00861	D010003
DB00861	D001172
DB00862	D007172
DB00863	D004381
DB00863	D011015
DB00863	D034721
DB00863	D013276
DB00863	D013276
DB00863	D005764
DB00864	D003876
DB00865	D009765
DB00866	D006973
DB00866	D001145
DB00867	D007752
DB00869	D009798
DB00869	D005902
DB00870	D015877
DB00871	D001986
DB00871	D008173
DB00871	D001991
DB00871	D004646
DB00871	D007752
DB00872	D007010
DB00872	D007037
DB00872	D048550
DB00872	D008171
DB14596	D007249
DB14596	D010146
DB00874	D005660
DB00874	D003371
DB00874	D001991
DB00874	D009058
DB00875	D012559
DB00876	D006973
DB00876	D003928
DB00876	D006333
DB00878	D005891
DB00878	D007222
DB00878	D010518
DB00879	D015658
DB00880	D004487
DB00880	D006333
DB00880	D005355
DB00880	D006973
DB00881	D006973
DB00881	D006333
DB00882	D007247
DB00882	D011085
DB00883	D000787
DB00883	D003324
DB00885	D011537
DB00885	D006967
DB00885	D006255
DB00885	D003233
DB00886	D006973
DB00887	D004487
DB00887	D006333
DB00887	D008107
DB00887	D009404
DB00888	D006689
DB00888	D008228
DB00888	D015451
DB00888	D011087
DB00888	D009182
DB00888	D002283
DB00889	D009325
DB00890	D059268
DB00890	D007724
DB00891	D003874
DB00891	D017511
DB00893	D007674
DB00893	D007676
DB00896	D014606
DB00897	D007319
DB00898	D001845
DB00898	D010148
DB00898	D014277
DB00898	D014277
DB00900	D015658
DB00901	D007249
DB00901	D001249
DB00901	D029424
DB00901	D029424
DB00902	D006967
DB00902	D012871
DB00903	D004487
DB00903	D006333
DB00903	D017093
DB00903	D051437
DB00904	D009325
DB00904	D002277
DB00905	D005902
DB00905	D009798
DB00905	D007039
DB00908	D001145
DB00909	D004828
DB00909	D004827
DB00910	D006961
DB00910	D007676
DB00910	D007676
DB00911	D014245
DB00911	D005873
DB00911	D004404
DB00911	D008101
DB00912	D003924
DB00913	D010146
DB00914	D003924
DB00915	D020734
DB00915	D007955
DB00916	D014245
DB00916	D016585
DB00916	D004749,D000562
DB00916	D007239
DB00916	D018805
DB00916	D001442
DB00916	D003015
DB00916	D005674
DB00916	D007239
DB00916	D003424
DB00916	D012393
DB00916	D016481
DB00916	D010510
DB00917	D005313
DB00917	D006828
DB00917	D006473
DB00918	D008881
DB00919	D011349
DB00920	D001249
DB00920	D011537
DB00920	D003233
DB00922	D006333
DB00922	D006331
DB00924	D013035
DB00924	D009140
DB00924	D013118
DB00924	D002547
DB00924	D005356
DB00925	D010673
DB00925	D011470
DB00926	D011565
DB00927	D004381
DB00927	D013276
DB00927	D005764
DB00927	D012734
DB00927	D015043
DB00927	D009377
DB00927	D006356
DB00927	D005764
DB00927	D004381
DB00927	D016638
DB00927	D005756
DB00928	D009190
DB00928	D000740
DB00928	D009503
DB00928	D013921
DB00928	D015470
DB00928	D015477
DB00929	D013276
DB00929	D004381
DB00929	D010003
DB00929	D001172
DB00929	D000022
DB00929	D006473
DB00930	D006937
DB00930	D006938
DB00932	D015658
DB00933	D012559
DB00933	D000437
DB00934	D001714
DB00934	D003865
DB00934	D009497
DB00935	D001248
DB00936	D000152
DB00936	D011565
DB00936	C537412
DB00936	D014860
DB00937	D009765
DB00938	D001249
DB00938	D001986
DB00938	D029424
DB00938	D029424
DB00939	D001171
DB00939	D010003
DB00940	D010437
DB00940	D043183
DB00940	D010195
DB00940	D005756
DB00940	D001657
DB00940	D001750
DB00942	D010300
DB00943	D000258
DB00944	D005902
DB00945	D010146
DB00945	D005334
DB00945	D007249
DB00945	D019547
DB00945	D004412
DB00945	D006261
DB00945	D013180
DB00945	D057068
DB00945	D009220
DB00945	D009437
DB00945	D013585
DB00945	D001168
DB00945	D002062
DB00945	D002056
DB00945	D014947
DB00945	D010146
DB00945	D020795
DB00945	D012001
DB00945	D014381
DB00945	D009203
DB00945	D009203
DB00945	D000789
DB00945	D007238
DB00945	D002546
DB00945	D002546
DB00945	D013923
DB00945	D013927
DB00945	D003324
DB00945	D003324
DB00945	D060050
DB00945	D020521
DB00946	D013923
DB00946	D020246
DB00946	D013923
DB00946	D011655
DB00946	D001281
DB00946	D001281
DB00948	D013207
DB00949	D004827
DB00949	D000741
DB00949	D017093
DB00951	D014376
DB00952	D016584
DB00952	D004827
DB00953	D016584
DB00953	D004827
DB00954	D001424
DB00954	D001991
DB00954	D010612
DB00954	D014069
DB00954	D013207
DB00955	D016470
DB00955	D018805
DB00955	D012141
DB00955	D013207
DB00955	D002056
DB00955	D014947
DB00955	D007239
DB00956	D059787
DB00956	D003139
DB00957	D000152
DB00958	D010051
DB00958	D010051
DB00959	D009877
DB00959	D006402
DB00959	D004487
DB00959	D001342
DB00959	D001168
DB00959	D013716
DB00959	D001172
DB00959	D013585
DB00959	D010003
DB00959	D008179
DB00959	D007627
DB00959	D008010
DB00959	D009450
DB00959	D009335
DB00960	D006973
DB00960	D004487
DB00960	D017180
DB00960	D001281
DB00962	D007319
DB00963	D002386
DB00964	D005902
DB00966	D006973
DB00966	D003928
DB00966	D006973
DB00966	D003924
DB00966	D006333
DB00967	D006255
DB00967	D012221
DB00967	D011537
DB00967	D014581
DB00968	D006973
DB00969	D043183
DB00969	D043183
DB00969	D005767
DB00970	D009396
DB00970	D012512
DB00970	D013736
DB00971	D014010
DB00971	D014006
DB00971	D063807
DB00971	D012628
DB00972	D006255
DB00972	D012223
DB00972	D001248
DB00972	D003233
DB00973	D006949
DB00973	D006938
DB00973	C537345
DB00973	C537345
DB00974	D007855
DB00976	D001991
DB00976	D001988
DB00976	D011014
DB00977	D065446
DB00977	D000152
DB00977	D003027
DB00977	D010024
DB00978	D012141
DB00978	D014552
DB00979	D015878
DB00980	D007319
DB00981	D005901
DB00982	D006044
DB00983	D001249
DB00983	D029424
DB00983	D001986
DB00984	D000755
DB00984	D001943
DB00984	D054179
DB00984	D020152
DB00984	D015835
DB00984	D014424
DB00985	D009325
DB00985	D014839
DB00986	D029424
DB00986	D029424
DB00987	D015470
DB00987	D054198
DB00987	D015464
DB00988	D012769
DB00988	D009203
DB00988	D014947
DB00988	D018805
DB00988	D051437
DB00988	D006333
DB00989	D003704
DB00989	D010300
DB00989	D000544
DB00991	D007249
DB00991	D018771
DB00991	D001172
DB00991	D010003
DB00992	D055623
DB00993	D001172
DB00994	D006501
DB00994	D006501
DB00994	D001424
DB00995	D001168
DB00995	D001172
DB00996	D051474
DB00996	D009437
DB00996	D003929
DB00997	D054198
DB00997	D015470
DB00997	D009396
DB00997	D009447
DB00997	D012509
DB00997	D001943
DB00997	D010051
DB00997	D002295
DB00997	D013964
DB00997	D013274
DB00997	D006689
DB00997	D008223
DB00997	D002283
DB00997	D001943
DB00998	D016584
DB00998	D004827
DB00999	D004487
DB00999	D006333
DB00999	D005355
DB00999	D009404
DB00999	D007676
DB00999	D006973
DB01000	D001424
DB01001	D001986
DB01001	D001249
DB01001	D008173
DB01003	D001249
DB01003	D003233
DB01003	D003233
DB01003	D007634
DB01004	D017726
DB01004	D000163
DB01004	D000163
DB01004	D003586
DB01004	D003586
DB01005	D008545
DB01005	D015464
DB01005	D010051
DB01005	D000740
DB01006	D001943
DB01007	D002181
DB01007	D002180
DB01008	D015464
DB01008	D015470
DB01008	D004194
DB01009	D001172
DB01009	D010003
DB01009	D013167
DB01009	D004412
DB01009	D014947
DB01010	D009157
DB01011	D003480
DB01012	D006961
DB01012	D007676
DB01012	D006934
DB01012	D010282
DB01013	D012871
DB01014	C536315
DB01015	D014552
DB01015	D003424,D004751
DB01015	D011020
DB01015	D002771
DB01015	D004405
DB01015	D009617
DB01015	D002006
DB01016	D009081
DB01016	D003920
DB01017	D000152
DB01017	D010518
DB01018	D001289
DB01019	D016055
DB01019	D001750
DB01020	D000787
DB01020	D003324
DB01021	D004487
DB01021	D006333
DB01021	D006973
DB01022	D007020
DB01023	D000075222
DB01025	D013281
DB01025	D013281
DB01026	D009181
DB01026	D001759
DB01026	C536777,D002177
DB01026	D003047
DB01026	D006660
DB01026	D002862
DB01026	D003480
DB01029	D006973
DB01029	D003928
DB01029	D006973
DB01029	D003924
DB01029	D011507
DB01030	D010051
DB01030	D055752
DB01030	D002583
DB01031	D007319
DB01032	C563162
DB01032	D033461
DB01033	D054198
DB01036	D053201
DB01036	D052878
DB01036	D053202
DB01037	D010300
DB01037	D000544
DB01038	D000208
DB01039	D006937
DB01039	D015228
DB01042	D009101
DB01042	D001943
DB01042	D000686
DB01043	D000544
DB01043	D003704
DB01044	D001991
DB01044	D012852
DB01044	D012874
DB01044	D000038
DB01044	D014947
DB01044	C563052
DB01045	D014376
DB01046	D043183
DB01046	D003248
DB01047	D012871
DB01048	D015658
DB01049	D003693
DB01049	D002908
DB01049	D009422
DB01050	D004412
DB01050	D006261
DB01050	D008881
DB01050	D010146
DB01050	D013166
DB01050	D010003
DB01050	D001172
DB01050	D006333
DB01050	D003550
DB01050	D007024
DB01050	D005157
DB01050	D010146
DB01050	D010146
DB01050	D005334
DB01050	D018781
DB01050	D000544
DB01050	D010300
DB01050	D001943
DB01053	D018805
DB01053	D008581
DB01053	D010493
DB01053	D004696
DB01053	D011014
DB01054	D006973
DB01057	D015812
DB01058	D012554
DB01059	D014552
DB01060	D013207
DB01060	D010033
DB01060	D013207
DB01060	D014552
DB01062	D053201
DB01062	D053202
DB01062	D009122
DB01062	D009422
DB01062	D016135
DB01063	D006212
DB01064	D006327
DB01064	D001249
DB01065	D007319
DB01065	D020178
DB01065	D021081
DB01065	D020178
DB01065	D008607
DB01065	D001321
DB01065	D002493
DB01065	D002658
DB01065	D002547
DB01065	D003027
DB01065	D020178
DB01065	D020178
DB01065	D011471
DB01065	D002277
DB01065	D009069,D000071057
DB01065	D013921
DB01065	D002277
DB01066	D010612
DB01066	D014069
DB01066	D013207
DB01067	D003924
DB01068	C535500
DB01068	D004831
DB01068	D004832
DB01068	D016584
DB01068	D000379
DB01068	D004827
DB01068	D004832
DB01068	D004829
DB01068	D004831
DB01068	D020820
DB01068	D004827
DB01068	D004829
DB01068	D004828
DB01069	D012220
DB01069	D003233
DB01069	D006967
DB01069	D000707
DB01069	D010146
DB01069	D009041
DB01069	D006967
DB01069	D012120
DB01069	D006967
DB01070	D012279
DB01070	D010018
DB01070	D006996
DB01070	D007011
DB01070	C537045,D011547
DB01070	D012080
DB01070	D010024
DB01070	D017674
DB01070	D005198
DB01070	D000138
DB01071	D006255
DB01071	D014581
DB01072	D015658
DB01072	D015658
DB01072	D015658
DB01073	D015451
DB01073	D015451
DB01074	D000787
DB01075	D007319
DB01075	D011537
DB01075	D014581
DB01075	D003233
DB01075	D009325
DB01075	D006967
DB01075	D000707
DB01075	D006967
DB01075	D009041
DB01075	D020734
DB01076	D050171
DB01076	D006949
DB01076	D015228
DB01076	D006952
DB01076	D006938
DB01076	D050171
DB01076	D050197
DB01076	D002318
DB01076	D009203
DB01076	D020521
DB01076	D003327
DB01076	D003924
DB01076	D006333
DB01076	D002318
DB01076	D003920
DB01076	D003327
DB01076	D003324
DB01076	D002546
DB01076	D002546
DB01076	D002340
DB01076	D058729
DB01076	D007383
DB01076	D017544
DB01076	D007676
DB01077	D010001
DB01077	D013119
DB01078	D004487
DB01078	D001145
DB01078	D006333
DB01079	D043183
DB01079	D003248
DB01080	D013036
DB01081	C565627,D003967
DB01082	D014376
DB01082	D014406
DB01082	D010930
DB01082	D005586
DB01082	D002006
DB01083	D009765
DB01084	D003233
DB01085	D014987
DB01085	D014987
DB01085	D013577
DB01087	D008288
DB01088	C536282,D000081029
DB01089	D006973
DB01090	D007022
DB01091	D007239
DB01091	D014005
DB01091	D010915
DB01091	D014005
DB01092	D001281
DB01092	D006333
DB01093	D018856
DB01095	D002318
DB01095	D003327
DB01095	D003327
DB01095	D050197
DB01095	D006938
DB01095	D006937
DB01096	D012552
DB01097	D001172
DB01097	D001172
DB01098	D006952
DB01098	D006952
DB01098	D006937
DB01098	D002318
DB01098	D009203
DB01098	D002537
DB01098	D002318
DB01098	D002318
DB01098	D002318
DB01098	D003920
DB01098	D050197
DB01098	D003327
DB01098	D003324
DB01098	D020521
DB01098	D002546
DB01098	D002546
DB01098	D002340
DB01098	D058729
DB01098	D007383
DB01098	D017544
DB01098	D007676
DB01099	D018805
DB01099	D004696
DB01099	D014552
DB01099	D008581
DB01100	D013981
DB01100	D005879
DB01101	D013274
DB01102	D014652
DB01102	D003324
DB01103	D005873
DB01103	D016773
DB01103	D016066
DB01104	D003865
DB01104	D013313
DB01104	D013313
DB01104	D009771
DB01104	D009771
DB01104	D016584
DB01104	D065446
DB01104	D010698
DB01104	D016574
DB01104	D019052
DB01104	D005356
DB01104	D061686
DB01104	D003027
DB01104	D003929
DB01104	D019462
DB01105	D009765
DB01107	D007319
DB01108	D003480
DB01109	D020246
DB01109	D020246
DB01109	D011655
DB01109	D001281
DB01109	D000789
DB01110	D003963
DB01110	C536777,D002177
DB01110	D014848
DB01110	D011537
DB01110	D014005
DB01110	D010915
DB01110	D002179
DB01112	D001424
DB01112	D001991
DB01112	D012852
DB01112	D014069
DB01112	D012874
DB01112	D006069
DB01112	D014552
DB01113	D007172
DB01114	D012220
DB01114	D014581
DB01114	D006967
DB01114	D003139
DB01114	D001249
DB01114	D006255
DB01115	D060050
DB01115	D006973
DB01116	D004630
DB01117	D011020
DB01117	D011014
DB01117	D010623
DB01118	D014693
DB01118	D014693
DB01118	D001281
DB01119	D004630
DB01119	D007003
DB01119	D007340
DB01120	D003924
DB01121	D004827
DB01122	D018908
DB01122	D009157
DB01124	D003924
DB01124	D003924
DB01125	D020246
