drugbank_id	category	entrez_gene_id	source	target	edges
DB00322	enzyme	1890	Compound::DB00322	Gene::1890	DRUGBANK::enzyme::Compound:Gene
DB00323	enzyme	1559	Compound::DB00323	Gene::1559	DRUGBANK::enzyme::Compound:Gene
DB00323	target	1312	Compound::DB00323	Gene::1312	DRUGBANK::target::Compound:Gene
DB00324	enzyme	1576	Compound::DB00324	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00324	enzyme	1577	Compound::DB00324	Gene::1577	DRUGBANK::enzyme::Compound:Gene
DB00324	target	2908	Compound::DB00324	Gene::2908	DRUGBANK::target::Compound:Gene
DB00324	carrier	866	Compound::DB00324	Gene::866	DRUGBANK::carrier::Compound:Gene
DB00325	enzyme	1543	Compound::DB00325	Gene::1543	DRUGBANK::enzyme::Compound:Gene
DB00325	target	4881	Compound::DB00325	Gene::4881	DRUGBANK::target::Compound:Gene
DB00327	enzyme	1559	Compound::DB00327	Gene::1559	DRUGBANK::enzyme::Compound:Gene
DB00327	carrier	213	Compound::DB00327	Gene::213	DRUGBANK::carrier::Compound:Gene
DB00327	target	4988	Compound::DB00327	Gene::4988	DRUGBANK::target::Compound:Gene
DB00327	target	4986	Compound::DB00327	Gene::4986	DRUGBANK::target::Compound:Gene
DB00327	target	4985	Compound::DB00327	Gene::4985	DRUGBANK::target::Compound:Gene
DB00327	enzyme	54659	Compound::DB00327	Gene::54659	DRUGBANK::enzyme::Compound:Gene
DB00327	enzyme	7364	Compound::DB00327	Gene::7364	DRUGBANK::enzyme::Compound:Gene
DB00328	enzyme	1559	Compound::DB00328	Gene::1559	DRUGBANK::enzyme::Compound:Gene
DB00328	transporter	5243	Compound::DB00328	Gene::5243	DRUGBANK::transporter::Compound:Gene
DB00328	target	5742	Compound::DB00328	Gene::5742	DRUGBANK::target::Compound:Gene
DB00328	target	5743	Compound::DB00328	Gene::5743	DRUGBANK::target::Compound:Gene
DB00328	transporter	1244	Compound::DB00328	Gene::1244	DRUGBANK::transporter::Compound:Gene
DB00328	carrier	213	Compound::DB00328	Gene::213	DRUGBANK::carrier::Compound:Gene
DB00328	enzyme	1557	Compound::DB00328	Gene::1557	DRUGBANK::enzyme::Compound:Gene
DB00328	transporter	8647	Compound::DB00328	Gene::8647	DRUGBANK::transporter::Compound:Gene
DB00328	transporter	6554	Compound::DB00328	Gene::6554	DRUGBANK::transporter::Compound:Gene
DB00328	transporter	9356	Compound::DB00328	Gene::9356	DRUGBANK::transporter::Compound:Gene
DB00328	transporter	10599	Compound::DB00328	Gene::10599	DRUGBANK::transporter::Compound:Gene
DB00328	transporter	4363	Compound::DB00328	Gene::4363	DRUGBANK::transporter::Compound:Gene
DB00328	target	5465	Compound::DB00328	Gene::5465	DRUGBANK::target::Compound:Gene
DB00328	target	5468	Compound::DB00328	Gene::5468	DRUGBANK::target::Compound:Gene
DB00328	transporter	9376	Compound::DB00328	Gene::9376	DRUGBANK::transporter::Compound:Gene
DB00328	target	2739	Compound::DB00328	Gene::2739	DRUGBANK::target::Compound:Gene
DB00328	transporter	8714	Compound::DB00328	Gene::8714	DRUGBANK::transporter::Compound:Gene
DB00328	transporter	10257	Compound::DB00328	Gene::10257	DRUGBANK::transporter::Compound:Gene
DB00328	target	8644	Compound::DB00328	Gene::8644	DRUGBANK::target::Compound:Gene
DB00328	transporter	85320	Compound::DB00328	Gene::85320	DRUGBANK::transporter::Compound:Gene
DB00328	transporter	55867	Compound::DB00328	Gene::55867	DRUGBANK::transporter::Compound:Gene
DB00328	transporter	368	Compound::DB00328	Gene::368	DRUGBANK::transporter::Compound:Gene
DB00328	enzyme	54658	Compound::DB00328	Gene::54658	DRUGBANK::enzyme::Compound:Gene
DB00328	transporter	6579	Compound::DB00328	Gene::6579	DRUGBANK::transporter::Compound:Gene
DB00328	transporter	10864	Compound::DB00328	Gene::10864	DRUGBANK::transporter::Compound:Gene
DB00328	enzyme	54600	Compound::DB00328	Gene::54600	DRUGBANK::enzyme::Compound:Gene
DB00328	enzyme	7364	Compound::DB00328	Gene::7364	DRUGBANK::enzyme::Compound:Gene
DB00328	enzyme	1066	Compound::DB00328	Gene::1066	DRUGBANK::enzyme::Compound:Gene
DB00328	target	5320	Compound::DB00328	Gene::5320	DRUGBANK::target::Compound:Gene
DB00328	target	145482	Compound::DB00328	Gene::145482	DRUGBANK::target::Compound:Gene
DB00328	target	11251	Compound::DB00328	Gene::11251	DRUGBANK::target::Compound:Gene
DB00330	target	886112	Compound::DB00330	Gene::886112	DRUGBANK::target::Compound:Gene
DB00330	target	886126	Compound::DB00330	Gene::886126	DRUGBANK::target::Compound:Gene
DB00330	target	886123	Compound::DB00330	Gene::886123	DRUGBANK::target::Compound:Gene
DB00331	transporter	6582	Compound::DB00331	Gene::6582	DRUGBANK::transporter::Compound:Gene
DB00331	transporter	6580	Compound::DB00331	Gene::6580	DRUGBANK::transporter::Compound:Gene
DB00331	transporter	6581	Compound::DB00331	Gene::6581	DRUGBANK::transporter::Compound:Gene
DB00331	target	5564	Compound::DB00331	Gene::5564	DRUGBANK::target::Compound:Gene
DB00331	target	2819	Compound::DB00331	Gene::2819	DRUGBANK::target::Compound:Gene
DB00331	transporter	55244	Compound::DB00331	Gene::55244	DRUGBANK::transporter::Compound:Gene
DB00331	transporter	146802	Compound::DB00331	Gene::146802	DRUGBANK::transporter::Compound:Gene
DB00331	target	2110	Compound::DB00331	Gene::2110	DRUGBANK::target::Compound:Gene
DB00331	transporter	222962	Compound::DB00331	Gene::222962	DRUGBANK::transporter::Compound:Gene
DB00332	carrier	213	Compound::DB00332	Gene::213	DRUGBANK::carrier::Compound:Gene
DB00332	transporter	6584	Compound::DB00332	Gene::6584	DRUGBANK::transporter::Compound:Gene
DB00332	transporter	6583	Compound::DB00332	Gene::6583	DRUGBANK::transporter::Compound:Gene
DB00332	target	1131	Compound::DB00332	Gene::1131	DRUGBANK::target::Compound:Gene
DB00332	target	1128	Compound::DB00332	Gene::1128	DRUGBANK::target::Compound:Gene
DB00332	target	1129	Compound::DB00332	Gene::1129	DRUGBANK::target::Compound:Gene
DB00333	enzyme	1576	Compound::DB00333	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00333	enzyme	1544	Compound::DB00333	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00333	enzyme	1565	Compound::DB00333	Gene::1565	DRUGBANK::enzyme::Compound:Gene
DB00333	enzyme	1559	Compound::DB00333	Gene::1559	DRUGBANK::enzyme::Compound:Gene
DB00333	transporter	5243	Compound::DB00333	Gene::5243	DRUGBANK::transporter::Compound:Gene
DB00333	carrier	213	Compound::DB00333	Gene::213	DRUGBANK::carrier::Compound:Gene
DB00333	enzyme	1562	Compound::DB00333	Gene::1562	DRUGBANK::enzyme::Compound:Gene
DB00333	enzyme	1557	Compound::DB00333	Gene::1557	DRUGBANK::enzyme::Compound:Gene
DB00333	target	1139	Compound::DB00333	Gene::1139	DRUGBANK::target::Compound:Gene
DB00333	target	89832	Compound::DB00333	Gene::89832	DRUGBANK::target::Compound:Gene
DB00333	enzyme	1558	Compound::DB00333	Gene::1558	DRUGBANK::enzyme::Compound:Gene
DB00333	enzyme	1555	Compound::DB00333	Gene::1555	DRUGBANK::enzyme::Compound:Gene
DB00333	target	1137	Compound::DB00333	Gene::1137	DRUGBANK::target::Compound:Gene
DB00333	target	1141	Compound::DB00333	Gene::1141	DRUGBANK::target::Compound:Gene
DB00333	target	1136	Compound::DB00333	Gene::1136	DRUGBANK::target::Compound:Gene
DB00333	enzyme	1588	Compound::DB00333	Gene::1588	DRUGBANK::enzyme::Compound:Gene
DB00333	target	4988	Compound::DB00333	Gene::4988	DRUGBANK::target::Compound:Gene
DB00333	target	4985	Compound::DB00333	Gene::4985	DRUGBANK::target::Compound:Gene
DB00333	enzyme	100861540	Compound::DB00333	Gene::100861540	DRUGBANK::enzyme::Compound:Gene
DB00333	enzyme	1551	Compound::DB00333	Gene::1551	DRUGBANK::enzyme::Compound:Gene
DB00333	carrier	5004	Compound::DB00333	Gene::5004	DRUGBANK::carrier::Compound:Gene
DB00333	target	3359	Compound::DB00333	Gene::3359	DRUGBANK::target::Compound:Gene
DB00334	enzyme	1576	Compound::DB00334	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00334	enzyme	1544	Compound::DB00334	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00334	enzyme	1565	Compound::DB00334	Gene::1565	DRUGBANK::enzyme::Compound:Gene
DB00334	enzyme	1559	Compound::DB00334	Gene::1559	DRUGBANK::enzyme::Compound:Gene
DB00334	transporter	5243	Compound::DB00334	Gene::5243	DRUGBANK::transporter::Compound:Gene
DB00334	carrier	213	Compound::DB00334	Gene::213	DRUGBANK::carrier::Compound:Gene
DB00334	enzyme	1557	Compound::DB00334	Gene::1557	DRUGBANK::enzyme::Compound:Gene
DB00334	target	1813	Compound::DB00334	Gene::1813	DRUGBANK::target::Compound:Gene
DB00334	target	1131	Compound::DB00334	Gene::1131	DRUGBANK::target::Compound:Gene
DB00334	target	1128	Compound::DB00334	Gene::1128	DRUGBANK::target::Compound:Gene
DB00334	target	3358	Compound::DB00334	Gene::3358	DRUGBANK::target::Compound:Gene
DB00334	enzyme	54657	Compound::DB00334	Gene::54657	DRUGBANK::enzyme::Compound:Gene
DB00334	target	1129	Compound::DB00334	Gene::1129	DRUGBANK::target::Compound:Gene
DB00334	target	148	Compound::DB00334	Gene::148	DRUGBANK::target::Compound:Gene
DB00334	target	147	Compound::DB00334	Gene::147	DRUGBANK::target::Compound:Gene
DB00334	target	3269	Compound::DB00334	Gene::3269	DRUGBANK::target::Compound:Gene
DB00334	carrier	5004	Compound::DB00334	Gene::5004	DRUGBANK::carrier::Compound:Gene
DB00334	target	1812	Compound::DB00334	Gene::1812	DRUGBANK::target::Compound:Gene
DB00334	target	1816	Compound::DB00334	Gene::1816	DRUGBANK::target::Compound:Gene
DB00334	target	3356	Compound::DB00334	Gene::3356	DRUGBANK::target::Compound:Gene
DB00334	target	1814	Compound::DB00334	Gene::1814	DRUGBANK::target::Compound:Gene
DB00334	target	1815	Compound::DB00334	Gene::1815	DRUGBANK::target::Compound:Gene
DB00334	target	3362	Compound::DB00334	Gene::3362	DRUGBANK::target::Compound:Gene
DB00334	target	1132	Compound::DB00334	Gene::1132	DRUGBANK::target::Compound:Gene
DB00334	enzyme	2328	Compound::DB00334	Gene::2328	DRUGBANK::enzyme::Compound:Gene
DB00334	target	3359	Compound::DB00334	Gene::3359	DRUGBANK::target::Compound:Gene
DB00335	enzyme	1565	Compound::DB00335	Gene::1565	DRUGBANK::enzyme::Compound:Gene
DB00335	carrier	213	Compound::DB00335	Gene::213	DRUGBANK::carrier::Compound:Gene
DB00335	transporter	8647	Compound::DB00335	Gene::8647	DRUGBANK::transporter::Compound:Gene
DB00335	target	153	Compound::DB00335	Gene::153	DRUGBANK::target::Compound:Gene
DB00335	target	154	Compound::DB00335	Gene::154	DRUGBANK::target::Compound:Gene
DB00336	enzyme	7498	Compound::DB00336	Gene::7498	DRUGBANK::enzyme::Compound:Gene
DB00336	target	12933107	Compound::DB00336	Gene::12933107	DRUGBANK::target::Compound:Gene
DB00336	target	946132	Compound::DB00336	Gene::946132	DRUGBANK::target::Compound:Gene
DB00336	target	12932330	Compound::DB00336	Gene::12932330	DRUGBANK::target::Compound:Gene
DB00336	target	948014	Compound::DB00336	Gene::948014	DRUGBANK::target::Compound:Gene
DB00336	target	12931785	Compound::DB00336	Gene::12931785	DRUGBANK::target::Compound:Gene
DB00336	target	947854	Compound::DB00336	Gene::947854	DRUGBANK::target::Compound:Gene
DB00336	target	12930910	Compound::DB00336	Gene::12930910	DRUGBANK::target::Compound:Gene
DB00336	target	945231	Compound::DB00336	Gene::945231	DRUGBANK::target::Compound:Gene
DB00337	enzyme	1576	Compound::DB00337	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00337	target	2475	Compound::DB00337	Gene::2475	DRUGBANK::target::Compound:Gene
DB00337	target	2280	Compound::DB00337	Gene::2280	DRUGBANK::target::Compound:Gene
DB00338	enzyme	1576	Compound::DB00338	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00338	enzyme	1544	Compound::DB00338	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00338	enzyme	1565	Compound::DB00338	Gene::1565	DRUGBANK::enzyme::Compound:Gene
DB00338	enzyme	1559	Compound::DB00338	Gene::1559	DRUGBANK::enzyme::Compound:Gene
DB00338	transporter	5243	Compound::DB00338	Gene::5243	DRUGBANK::transporter::Compound:Gene
DB00338	enzyme	1562	Compound::DB00338	Gene::1562	DRUGBANK::enzyme::Compound:Gene
DB00338	enzyme	1557	Compound::DB00338	Gene::1557	DRUGBANK::enzyme::Compound:Gene
DB00338	transporter	9429	Compound::DB00338	Gene::9429	DRUGBANK::transporter::Compound:Gene
DB00338	enzyme	1545	Compound::DB00338	Gene::1545	DRUGBANK::enzyme::Compound:Gene
DB00338	transporter	8714	Compound::DB00338	Gene::8714	DRUGBANK::transporter::Compound:Gene
DB00338	enzyme	1543	Compound::DB00338	Gene::1543	DRUGBANK::enzyme::Compound:Gene
DB00338	enzyme	1558	Compound::DB00338	Gene::1558	DRUGBANK::enzyme::Compound:Gene
DB00338	target	495	Compound::DB00338	Gene::495	DRUGBANK::target::Compound:Gene
DB00338	target	196	Compound::DB00338	Gene::196	DRUGBANK::target::Compound:Gene
DB00339	enzyme	7498	Compound::DB00339	Gene::7498	DRUGBANK::enzyme::Compound:Gene
DB00339	enzyme	316	Compound::DB00339	Gene::316	DRUGBANK::enzyme::Compound:Gene
DB00339	target	887704	Compound::DB00339	Gene::887704	DRUGBANK::target::Compound:Gene
DB00340	target	1131	Compound::DB00340	Gene::1131	DRUGBANK::target::Compound:Gene
DB00340	target	1128	Compound::DB00340	Gene::1128	DRUGBANK::target::Compound:Gene
DB00340	target	1129	Compound::DB00340	Gene::1129	DRUGBANK::target::Compound:Gene
DB00340	target	1132	Compound::DB00340	Gene::1132	DRUGBANK::target::Compound:Gene
DB00340	target	1133	Compound::DB00340	Gene::1133	DRUGBANK::target::Compound:Gene
DB00341	transporter	5243	Compound::DB00341	Gene::5243	DRUGBANK::transporter::Compound:Gene
DB00341	target	3269	Compound::DB00341	Gene::3269	DRUGBANK::target::Compound:Gene
DB00342	enzyme	1576	Compound::DB00342	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00342	enzyme	1565	Compound::DB00342	Gene::1565	DRUGBANK::enzyme::Compound:Gene
DB00342	transporter	5243	Compound::DB00342	Gene::5243	DRUGBANK::transporter::Compound:Gene
DB00342	enzyme	1577	Compound::DB00342	Gene::1577	DRUGBANK::enzyme::Compound:Gene
DB00342	transporter	8647	Compound::DB00342	Gene::8647	DRUGBANK::transporter::Compound:Gene
DB00342	enzyme	1573	Compound::DB00342	Gene::1573	DRUGBANK::enzyme::Compound:Gene
DB00342	enzyme	1558	Compound::DB00342	Gene::1558	DRUGBANK::enzyme::Compound:Gene
DB00342	target	3757	Compound::DB00342	Gene::3757	DRUGBANK::target::Compound:Gene
DB00342	target	1131	Compound::DB00342	Gene::1131	DRUGBANK::target::Compound:Gene
DB00342	target	1128	Compound::DB00342	Gene::1128	DRUGBANK::target::Compound:Gene
DB00342	enzyme	100861540	Compound::DB00342	Gene::100861540	DRUGBANK::enzyme::Compound:Gene
DB00342	enzyme	1551	Compound::DB00342	Gene::1551	DRUGBANK::enzyme::Compound:Gene
DB00342	target	1129	Compound::DB00342	Gene::1129	DRUGBANK::target::Compound:Gene
DB00342	target	3269	Compound::DB00342	Gene::3269	DRUGBANK::target::Compound:Gene
DB00342	target	1132	Compound::DB00342	Gene::1132	DRUGBANK::target::Compound:Gene
DB00342	target	1133	Compound::DB00342	Gene::1133	DRUGBANK::target::Compound:Gene
DB00343	enzyme	1576	Compound::DB00343	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00343	enzyme	1565	Compound::DB00343	Gene::1565	DRUGBANK::enzyme::Compound:Gene
DB00343	transporter	5243	Compound::DB00343	Gene::5243	DRUGBANK::transporter::Compound:Gene
DB00343	carrier	213	Compound::DB00343	Gene::213	DRUGBANK::carrier::Compound:Gene
DB00343	enzyme	1577	Compound::DB00343	Gene::1577	DRUGBANK::enzyme::Compound:Gene
DB00343	enzyme	1557	Compound::DB00343	Gene::1557	DRUGBANK::enzyme::Compound:Gene
DB00343	enzyme	1558	Compound::DB00343	Gene::1558	DRUGBANK::enzyme::Compound:Gene
DB00343	enzyme	100861540	Compound::DB00343	Gene::100861540	DRUGBANK::enzyme::Compound:Gene
DB00343	enzyme	1551	Compound::DB00343	Gene::1551	DRUGBANK::enzyme::Compound:Gene
DB00343	carrier	5004	Compound::DB00343	Gene::5004	DRUGBANK::carrier::Compound:Gene
DB00343	target	775	Compound::DB00343	Gene::775	DRUGBANK::target::Compound:Gene
DB00343	target	786	Compound::DB00343	Gene::786	DRUGBANK::target::Compound:Gene
DB00344	transporter	5243	Compound::DB00344	Gene::5243	DRUGBANK::transporter::Compound:Gene
DB00344	target	6532	Compound::DB00344	Gene::6532	DRUGBANK::target::Compound:Gene
DB00344	target	6530	Compound::DB00344	Gene::6530	DRUGBANK::target::Compound:Gene
DB00345	transporter	1244	Compound::DB00345	Gene::1244	DRUGBANK::transporter::Compound:Gene
DB00345	transporter	9356	Compound::DB00345	Gene::9356	DRUGBANK::transporter::Compound:Gene
DB00345	transporter	10599	Compound::DB00345	Gene::10599	DRUGBANK::transporter::Compound:Gene
DB00345	transporter	4363	Compound::DB00345	Gene::4363	DRUGBANK::transporter::Compound:Gene
DB00345	transporter	6566	Compound::DB00345	Gene::6566	DRUGBANK::transporter::Compound:Gene
DB00345	transporter	6582	Compound::DB00345	Gene::6582	DRUGBANK::transporter::Compound:Gene
DB00345	transporter	6584	Compound::DB00345	Gene::6584	DRUGBANK::transporter::Compound:Gene
DB00345	transporter	6583	Compound::DB00345	Gene::6583	DRUGBANK::transporter::Compound:Gene
DB00345	transporter	9376	Compound::DB00345	Gene::9376	DRUGBANK::transporter::Compound:Gene
DB00345	transporter	55867	Compound::DB00345	Gene::55867	DRUGBANK::transporter::Compound:Gene
DB00345	transporter	6579	Compound::DB00345	Gene::6579	DRUGBANK::transporter::Compound:Gene
DB00345	transporter	10864	Compound::DB00345	Gene::10864	DRUGBANK::transporter::Compound:Gene
DB00345	transporter	28232	Compound::DB00345	Gene::28232	DRUGBANK::transporter::Compound:Gene
DB00346	enzyme	1576	Compound::DB00346	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00346	target	3757	Compound::DB00346	Gene::3757	DRUGBANK::target::Compound:Gene
DB00346	target	148	Compound::DB00346	Gene::148	DRUGBANK::target::Compound:Gene
DB00346	target	147	Compound::DB00346	Gene::147	DRUGBANK::target::Compound:Gene
DB00346	target	146	Compound::DB00346	Gene::146	DRUGBANK::target::Compound:Gene
DB00347	enzyme	1576	Compound::DB00347	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00347	enzyme	1559	Compound::DB00347	Gene::1559	DRUGBANK::enzyme::Compound:Gene
DB00347	enzyme	1571	Compound::DB00347	Gene::1571	DRUGBANK::enzyme::Compound:Gene
DB00347	enzyme	1557	Compound::DB00347	Gene::1557	DRUGBANK::enzyme::Compound:Gene
DB00347	enzyme	1558	Compound::DB00347	Gene::1558	DRUGBANK::enzyme::Compound:Gene
DB00347	target	8913	Compound::DB00347	Gene::8913	DRUGBANK::target::Compound:Gene
DB00348	target	3242	Compound::DB00348	Gene::3242	DRUGBANK::target::Compound:Gene
DB00349	enzyme	1576	Compound::DB00349	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00349	enzyme	1565	Compound::DB00349	Gene::1565	DRUGBANK::enzyme::Compound:Gene
DB00349	transporter	5243	Compound::DB00349	Gene::5243	DRUGBANK::transporter::Compound:Gene
DB00349	enzyme	1562	Compound::DB00349	Gene::1562	DRUGBANK::enzyme::Compound:Gene
DB00349	enzyme	1557	Compound::DB00349	Gene::1557	DRUGBANK::enzyme::Compound:Gene
DB00349	enzyme	1555	Compound::DB00349	Gene::1555	DRUGBANK::enzyme::Compound:Gene
DB00349	transporter	6529	Compound::DB00349	Gene::6529	DRUGBANK::transporter::Compound:Gene
DB00349	transporter	6538	Compound::DB00349	Gene::6538	DRUGBANK::transporter::Compound:Gene
DB00350	target	5742	Compound::DB00350	Gene::5742	DRUGBANK::target::Compound:Gene
DB00350	enzyme	54658	Compound::DB00350	Gene::54658	DRUGBANK::enzyme::Compound:Gene
DB00350	target	5972	Compound::DB00350	Gene::5972	DRUGBANK::target::Compound:Gene
DB00350	target	3758	Compound::DB00350	Gene::3758	DRUGBANK::target::Compound:Gene
DB00351	enzyme	1576	Compound::DB00351	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00351	transporter	5243	Compound::DB00351	Gene::5243	DRUGBANK::transporter::Compound:Gene
DB00351	target	2908	Compound::DB00351	Gene::2908	DRUGBANK::target::Compound:Gene
DB00351	target	5241	Compound::DB00351	Gene::5241	DRUGBANK::target::Compound:Gene
DB00352	transporter	10257	Compound::DB00352	Gene::10257	DRUGBANK::transporter::Compound:Gene
DB00352	enzyme	3251	Compound::DB00352	Gene::3251	DRUGBANK::enzyme::Compound:Gene
DB00353	enzyme	1576	Compound::DB00353	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00353	target	3357	Compound::DB00353	Gene::3357	DRUGBANK::target::Compound:Gene
DB00353	target	1812	Compound::DB00353	Gene::1812	DRUGBANK::target::Compound:Gene
DB00354	target	1128	Compound::DB00354	Gene::1128	DRUGBANK::target::Compound:Gene
DB00354	target	3269	Compound::DB00354	Gene::3269	DRUGBANK::target::Compound:Gene
DB00355	target	940139	Compound::DB00355	Gene::940139	DRUGBANK::target::Compound:Gene
DB00356	enzyme	1576	Compound::DB00356	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00356	enzyme	1544	Compound::DB00356	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00356	enzyme	1565	Compound::DB00356	Gene::1565	DRUGBANK::enzyme::Compound:Gene
DB00356	enzyme	1571	Compound::DB00356	Gene::1571	DRUGBANK::enzyme::Compound:Gene
DB00356	enzyme	1543	Compound::DB00356	Gene::1543	DRUGBANK::enzyme::Compound:Gene
DB00356	enzyme	1548	Compound::DB00356	Gene::1548	DRUGBANK::enzyme::Compound:Gene
DB00356	target	3778	Compound::DB00356	Gene::3778	DRUGBANK::target::Compound:Gene
DB00357	enzyme	1576	Compound::DB00357	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00357	enzyme	1557	Compound::DB00357	Gene::1557	DRUGBANK::enzyme::Compound:Gene
DB00357	target	1583	Compound::DB00357	Gene::1583	DRUGBANK::target::Compound:Gene
DB00357	target	1588	Compound::DB00357	Gene::1588	DRUGBANK::target::Compound:Gene
DB00358	enzyme	1576	Compound::DB00358	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00358	transporter	5243	Compound::DB00358	Gene::5243	DRUGBANK::transporter::Compound:Gene
DB00358	enzyme	590	Compound::DB00358	Gene::590	DRUGBANK::enzyme::Compound:Gene
DB00358	enzyme	43	Compound::DB00358	Gene::43	DRUGBANK::enzyme::Compound:Gene
DB00358	enzyme	1588	Compound::DB00358	Gene::1588	DRUGBANK::enzyme::Compound:Gene
DB00358	target	135	Compound::DB00358	Gene::135	DRUGBANK::target::Compound:Gene
DB00358	target	3039	Compound::DB00358	Gene::3039	DRUGBANK::target::Compound:Gene
DB00358	target	3040	Compound::DB00358	Gene::3040	DRUGBANK::target::Compound:Gene
DB00359	enzyme	1576	Compound::DB00359	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00359	enzyme	1559	Compound::DB00359	Gene::1559	DRUGBANK::enzyme::Compound:Gene
DB00359	enzyme	1558	Compound::DB00359	Gene::1558	DRUGBANK::enzyme::Compound:Gene
DB00360	enzyme	5743	Compound::DB00360	Gene::5743	DRUGBANK::enzyme::Compound:Gene
DB00360	target	5053	Compound::DB00360	Gene::5053	DRUGBANK::target::Compound:Gene
DB00360	target	7054	Compound::DB00360	Gene::7054	DRUGBANK::target::Compound:Gene
DB00360	target	4846	Compound::DB00360	Gene::4846	DRUGBANK::target::Compound:Gene
DB00360	target	7166	Compound::DB00360	Gene::7166	DRUGBANK::target::Compound:Gene
DB00361	enzyme	1576	Compound::DB00361	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00361	enzyme	1565	Compound::DB00361	Gene::1565	DRUGBANK::enzyme::Compound:Gene
DB00361	target	203068	Compound::DB00361	Gene::203068	DRUGBANK::target::Compound:Gene
DB00362	target	4981154	Compound::DB00362	Gene::4981154	DRUGBANK::target::Compound:Gene
DB00363	enzyme	1576	Compound::DB00363	Gene::1576	DRUGBANK::enzyme::Compound:Gene
DB00363	enzyme	1544	Compound::DB00363	Gene::1544	DRUGBANK::enzyme::Compound:Gene
DB00363	enzyme	1565	Compound::DB00363	Gene::1565	DRUGBANK::enzyme::Compound:Gene
DB00363	enzyme	1559	Compound::DB00363	Gene::1559	DRUGBANK::enzyme::Compound:Gene
DB00363	transporter	5243	Compound::DB00363	Gene::5243	DRUGBANK::transporter::Compound:Gene
DB00363	enzyme	1557	Compound::DB00363	Gene::1557	DRUGBANK::enzyme::Compound:Gene
DB00363	target	2950	Compound::DB00363	Gene::2950	DRUGBANK::target::Compound:Gene
DB00363	enzyme	1543	Compound::DB00363	Gene::1543	DRUGBANK::enzyme::Compound:Gene
DB00363	enzyme	1558	Compound::DB00363	Gene::1558	DRUGBANK::enzyme::Compound:Gene
DB00363	enzyme	1548	Compound::DB00363	Gene::1548	DRUGBANK::enzyme::Compound:Gene
DB00363	target	1813	Compound::DB00363	Gene::1813	DRUGBANK::target::Compound:Gene
DB00363	target	1131	Compound::DB00363	Gene::1131	DRUGBANK::target::Compound:Gene
DB00363	target	1128	Compound::DB00363	Gene::1128	DRUGBANK::target::Compound:Gene
DB00363	target	3358	Compound::DB00363	Gene::3358	DRUGBANK::target::Compound:Gene
DB00363	enzyme	54657	Compound::DB00363	Gene::54657	DRUGBANK::enzyme::Compound:Gene
DB00363	target	1129	Compound::DB00363	Gene::1129	DRUGBANK::target::Compound:Gene
DB00363	target	148	Compound::DB00363	Gene::148	DRUGBANK::target::Compound:Gene
DB00363	target	147	Compound::DB00363	Gene::147	DRUGBANK::target::Compound:Gene
DB00363	target	3269	Compound::DB00363	Gene::3269	DRUGBANK::target::Compound:Gene
DB00363	target	3352	Compound::DB00363	Gene::3352	DRUGBANK::target::Compound:Gene
DB00363	target	3351	Compound::DB00363	Gene::3351	DRUGBANK::target::Compound:Gene
DB00363	target	3350	Compound::DB00363	Gene::3350	DRUGBANK::target::Compound:Gene
DB00363	target	3354	Compound::DB00363	Gene::3354	DRUGBANK::target::Compound:Gene
DB00363	target	3363	Compound::DB00363	Gene::3363	DRUGBANK::target::Compound:Gene
DB00363	target	1812	Compound::DB00363	Gene::1812	DRUGBANK::target::Compound:Gene
DB00363	target	3356	Compound::DB00363	Gene::3356	DRUGBANK::target::Compound:Gene
DB00363	target	1814	Compound::DB00363	Gene::1814	DRUGBANK::target::Compound:Gene
DB00363	target	1815	Compound::DB00363	Gene::1815	DRUGBANK::target::Compound:Gene
DB00363	target	3362	Compound::DB00363	Gene::3362	DRUGBANK::target::Compound:Gene
DB00363	target	150	Compound::DB00363	Gene::150	DRUGBANK::target::Compound:Gene
DB00363	target	151	Compound::DB00363	Gene::151	DRUGBANK::target::Compound:Gene
DB00363	target	152	Compound::DB00363	Gene::152	DRUGBANK::target::Compound:Gene
DB00363	target	1132	Compound::DB00363	Gene::1132	DRUGBANK::target::Compound:Gene
